track_names,embedding_dim_1,embedding_dim_2,embedding_dim_3,embedding_dim_4,embedding_dim_5,embedding_dim_6,embedding_dim_7,embedding_dim_8,embedding_dim_9,embedding_dim_10,embedding_dim_11,embedding_dim_12
Next Year | Cups (When I'm Gone) | The Love Inside | 해야 (HEYA) | i'll see u again,0.26617086,-0.5703793,-0.41931117,-0.27255043,-0.14958423,0.19131476,0.08183225,0.4227083,-0.26290825,-0.19424888,-0.044198364,-0.023505135
Parting at the River of Three Crossings | Illusion | Confession Is Not Flashy | Zimzalabim | 초콜릿,0.29123446,-0.7164395,-0.26863855,-0.17379896,-0.29765654,0.03357851,0.008394672,0.3736932,-0.19776367,-0.13998784,-0.098008886,0.042040873
Make it count | IDEA (理想) | TOMBOY | DOOR (Your Moon) | Fall in love (with Yejun Kang & Wall.T),0.13822243,-0.6712527,-0.26076072,-0.16289164,-0.42819023,0.051184345,0.07303168,0.43688083,-0.101350464,0.019281112,-0.060092602,0.19840516
Who Are You | Only I didn't know | I Miss You | RUN2U | HALAZIA,0.36376607,-0.6065198,-0.3726156,-0.15016639,-0.09626263,-0.029950833,0.12519115,0.42581746,-0.30445772,-0.0726638,-0.07880122,-0.16454361
Like a fool | You | No Doubt | It's You | All with You,0.32657334,-0.38789645,-0.43242937,-0.01638045,-0.1586445,0.28263038,0.1476726,0.5290552,-0.28070256,-0.047950312,-0.065265924,-0.25202218
KNOCK | Café Latte (Remix) | If I | So I Run (Feast Of The Gods OST) | BREATHE,0.2670374,-0.7329231,-0.20473099,-0.07819998,-0.23678985,-0.06336211,-0.017912457,0.43432587,-0.23869717,-0.10222337,-0.14288962,-0.08122496
Way Back Home | PARANOIA | Drawer | Beautiful Liar | GOOD SO BAD,0.30542806,-0.699942,-0.31478062,-0.30792105,-0.20600353,0.09283396,-0.044617318,0.27967927,-0.2089481,-0.073872,-0.19483608,0.067442425
Rumor | Feral Bliss | 그때 그 아인 | 말해! 뭐해? | You Are My Everything,0.28940713,-0.47611305,-0.37688968,-0.09180236,-0.09400988,0.12464958,0.22058994,0.5067236,-0.35234326,-0.00085328816,-0.05923265,-0.2857049
If | Unconditional | byredO | Another Day | BIBI Vengeance,0.41036972,-0.5670091,-0.35225058,0.0694186,-0.20447995,0.0062432173,-0.0027655284,0.506993,-0.18807203,-0.08671135,-0.11176997,-0.16405801
Please Don't Cry | Summer Love | APT. | Girls of the Year | Peek-A-Boo,0.13370548,-0.71765715,-0.34096995,-0.24374022,-0.16596177,0.090073586,-0.009450071,0.31514293,-0.313071,-0.20735398,-0.12301479,-0.014782033
DICE | 사랑에 빠지고 싶다 | What is Love? | Spring Day | Tell Me Now,0.099095516,-0.5582289,-0.31184146,-0.22150616,-0.030984256,0.251454,-0.069416024,0.6010153,-0.22354959,-0.11771332,-0.15958944,-0.112799525
FIRE | chrOme hearts | Walk | Perhaps Love (사랑인가요) (Prod.By 박근태) | Destiny,0.2809317,-0.6744397,-0.23084077,-0.14629738,-0.42432776,0.0018742983,0.12193122,0.37080473,-0.14132607,-0.14271402,0.026992599,0.134269
War of Hormone | Give Love | Ready for love | Algorithm | Be With You,0.17397149,-0.6411826,-0.33225688,-0.2518304,-0.11342032,0.16831613,0.00901767,0.43346503,-0.28521734,-0.25518277,-0.07264144,-0.06240014
"SOMETHING AIN'T RIGHT | GPT | Wherever You Are | Lion Heart | LOVE, MONEY, FAME (feat. DJ Khaled)",0.2912507,-0.76127124,-0.17252102,-0.115913376,-0.19673826,0.03929951,-0.14641091,0.32662126,-0.20001058,-0.019115664,-0.27896094,-0.07670004
Into the I-LAND | Back In Time | I Choose To Love You | Butterfly | Empty words,0.24016495,-0.56654084,-0.3330572,-0.1761444,-0.2732629,0.25242397,0.122099996,0.52355915,-0.21383284,-0.021447789,-0.06647872,-0.03716458
Thought Of You | Yours | Psycho and Beautiful | gogobebe | My Day Is Full Of You,0.20206326,-0.5049098,-0.42079675,-0.1732818,-0.30558497,0.21303856,0.13658978,0.5219684,-0.16670975,-0.17365566,0.049859483,0.08264564
MONA LISA | Dream No.24 | HONEY SLEEP WITH YOU | Black Mamba | be free,0.29817626,-0.6734018,-0.3899946,-0.12234776,-0.2999297,-0.02099547,-0.009291426,0.35403782,-0.2070026,-0.0901803,-0.144708,0.05296717
You & Me | I'll Be There | Severely | GOTTASADAE | Strings,0.16368468,-0.6168453,-0.2781554,-0.1672602,-0.19397415,0.2518362,0.015073847,0.5472095,-0.23699275,-0.09761774,-0.11643648,-0.0860097
Love Sick (With Kim Na Young) | WAYO | Light a Flame | You&I | Ay-Yo,0.11828824,-0.6453839,-0.3472713,0.041942324,-0.21272284,0.056411766,-0.033085123,0.49605832,-0.26607874,-0.25686136,-0.0583836,-0.10651308
Say Goodbye | Adios | Frost | MORE | Flower,0.29251236,-0.4645833,-0.41609836,-0.284365,-0.10663273,0.1785297,0.26873195,0.430384,-0.34252176,0.0149787655,-0.04770463,-0.15519571
"Spring Is Gone by chance | You, Who? | Love, Maybe | The Fool | DRIP",0.27668226,-0.76657254,-0.17767756,-0.16131724,-0.16887504,0.012984272,-0.09631177,0.33551303,-0.23514189,-0.010610634,-0.25412726,-0.087770335
Heart Shaker | Remember | LOVE WHISPER | The Light | The Life,0.20009123,-0.5936678,-0.3949656,-0.059310112,-0.15157054,0.03493753,0.040259965,0.5542714,-0.2733699,-0.113489226,-0.09837012,-0.13299254
Ghost | Insanity | House of Cards (Full Length Edition) | Brought The Heat Back (Feat. Ava Max) | 3D (feat. Jack Harlow),0.26705438,-0.7374134,-0.24600054,-0.31221786,-0.18542637,0.07649531,-0.09454299,0.23736405,-0.23529454,-0.09790041,-0.23400046,0.041090585
In Your Time | HELLO | Nonsense | Tell My Momma | Breath,0.24101005,-0.628697,-0.22641437,-0.14121957,-0.18564555,0.13374366,0.18031986,0.4672856,-0.33238903,0.04499875,-0.10621388,-0.2200826
"TRICKY HOUSE | Please say something, even though it is a lie | You Are My Everything | Fighting (Feat. Lee Young Ji) | Here Always",0.17714739,-0.48951232,-0.36192626,-0.21236797,-0.04830154,0.33630827,0.026451074,0.566738,-0.25765148,-0.11060754,-0.10780287,-0.15917951
Surrender (feat. Lyn) | Cosmic | 1 Billion Views | Smoke | CALL ME BABY,0.22814438,-0.6970157,-0.39327613,-0.24054356,-0.26862013,0.081110924,0.021594893,0.20561592,-0.2949169,-0.13024412,-0.14659524,0.051791143
Only U | Wind | Fine | Hot Summer | Over The Moon,0.28940725,-0.6835414,-0.29853663,-0.15082608,-0.12520973,0.05202955,-0.020282013,0.3806592,-0.314355,-0.13495179,-0.17672218,-0.15869135
Falling | Teddy Bear | 술이야 | Sometimes | Love Me Like This,0.26959506,-0.6770646,-0.24059099,-0.0422192,-0.36240008,-0.02553884,-0.057085056,0.4716581,-0.039707933,-0.16427337,-0.029570961,0.1486356
"I Wanna Say To You’ | TRUE | You Are My Everything - English Version | Loving Me, Loving You | Here I Am Again",0.31799698,-0.5371944,-0.2733917,-0.017132351,-0.16416344,0.080947675,0.21736795,0.50485134,-0.31687605,0.08663805,-0.07964102,-0.2921961
Into the New World | 그러지마요 | Nemonade | I CAN'T STOP ME | Good bye my love,0.2516414,-0.38621756,-0.4821354,-0.18805857,-0.23587608,0.10746566,0.36576575,0.48367012,-0.25910604,-0.04238783,0.12393666,-0.022164714
Heaven | In the morning | I′m Always by Your Side | See that? | DALLA DALLA,0.23808113,-0.7407036,-0.2716689,0.04629513,-0.23511155,-0.074586816,-0.034532048,0.35944968,-0.26932454,-0.04292357,-0.18269864,-0.14047903
SHOOTING STAR | Movie Star | Whiplash | I Fall In Love (feat. Obroject) | For You,0.13810256,-0.5418953,-0.52071834,-0.16982014,-0.13334209,0.21050718,0.0152748255,0.35256362,-0.33582166,-0.27858147,-0.076496735,-0.06653808
TTYL | Stay Alive (Prod. SUGA of BTS) | 777 | PUZZLE | Done For Me,0.26471773,-0.500212,-0.3277299,-0.06346868,-0.2800321,0.04507735,0.28479734,0.5961559,-0.19803159,0.05541446,0.053954445,-0.07821603
The Best Ending | Sam | Finding Differences | My turn | Body On Mine,0.35353574,-0.66727203,-0.2372656,-0.14213848,-0.26273894,0.09333918,0.05635889,0.4193382,-0.20971727,0.10101299,-0.18698816,-0.0857197
사랑아 (노래 9단 흥부자댁) | Sweet | What Is Love | Bom | Gone,0.29047772,-0.5107514,-0.46197033,-0.21565732,-0.14035061,0.06261333,0.2193267,0.4792047,-0.27565506,-0.11352348,0.034544516,-0.058345817
Monster | Your moonlight | Rockstar | LALALALA | Dream,0.24070713,-0.53457963,-0.3989263,-0.27454072,-0.057301577,0.13971835,0.12772058,0.5448198,-0.26350626,-0.024330301,-0.07938429,-0.097440705
I Don't Miss U | FLOWER | MANIAC | Happy Ending | ONCE AGAIN,0.28348386,-0.66837156,-0.223874,-0.032203402,-0.26430985,0.11391626,0.013345782,0.47982925,-0.23026474,0.018744305,-0.1815407,-0.14892545
그남자 The Man [Sbs Drama Secret Garden 시크릿가든] | designer (Prod. by BOYCOLD) | Tinnitus (Wanna be a rock) | Forgetting You | 21,0.189382,-0.6871614,-0.36494532,-0.10485122,-0.2284596,0.040835343,0.018053371,0.39895037,-0.3105503,-0.10270448,-0.14784075,-0.0746306
"Love, Maybe (Acoustic Ver.) | HOWLING | OMG | Hype Boy | New Rules",0.082512766,-0.63904494,-0.38713944,-0.19692053,-0.11055049,0.096495435,0.022137022,0.44645798,-0.33415312,-0.22292322,-0.085733965,-0.0781513
Hello | The Beauty Inside (with 2morro) | Love Rain | WONDERLAND | Being forgotten,0.077363655,-0.5013901,-0.4357551,-0.23869975,-0.28020945,0.2900963,0.14384729,0.500168,-0.22524527,-0.07574378,-0.01810067,0.073684536
To be honest | Birthday | 28 Reasons | SO BAD | My Blossom,0.2889765,-0.6604092,-0.35737127,-0.18159951,-0.31483373,0.1308153,0.056436203,0.36346212,-0.22157398,-0.08043305,-0.10664142,0.034641158
Fire | OPPA (PROD.Brother Su) | Goddess | HOLO | See the stars,0.21248297,-0.60504025,-0.34290648,-0.30794653,-0.3615637,-0.08904956,0.26783475,0.28471774,-0.19159763,0.06373755,0.01636081,0.20943666
"Time forgets | Wow (Lee Know, Hyunjin, Felix) | POP! | MOVE | Whiplash",0.18231788,-0.696282,-0.32556245,-0.30742145,-0.22026035,0.09064804,-0.05538381,0.31780112,-0.2432705,-0.15188475,-0.17584774,0.086510696
We're Already | Ice On My Teeth | Love you | My Love | Chk Chk Boom,0.23877358,-0.76365197,-0.16571696,-0.2851365,-0.19623837,0.06650157,-0.123650424,0.26270553,-0.22550566,-0.07305915,-0.25923425,0.020723922
Just Like a Dream | Can You Hear Me? | Sexuality - Rearranged Version | Bubble Gum | Diamond,0.23690148,-0.7003401,-0.39171657,-0.22589557,-0.23676825,0.06366184,-0.024006974,0.2864307,-0.24853101,-0.12741351,-0.15807492,0.056660444
Only You (Remastered) | POP! | My Eyes | However Love | I&credible,0.22819269,-0.5892346,-0.37048382,0.024711315,-0.1472347,0.107903264,0.000802383,0.52074873,-0.2785044,-0.18988676,-0.08008799,-0.1957675
Tomorrow | Supernova Love | Goodbye (feat. Roco) | One More Time | Tell me,0.0056972406,-0.47772357,-0.48501936,-0.026311258,-0.23516499,0.19858047,0.18101858,0.51862717,-0.31511322,-0.17478582,0.054938488,-0.08042583
"CHEER UP | Up All Night (Bang Chan, Changbin, Felix, Seungmin) | Same Wish | ASAP | Still With You",-0.050904885,-0.50828004,-0.5563999,-0.0841684,-0.09274367,0.17931429,0.047174133,0.38459545,-0.41443068,-0.14236888,-0.12772919,-0.15219852
Moonlit Floor (Kiss Me) | Confession | You Are My Spring | BTBT | Morning Of Canon,0.12939048,-0.44088766,-0.43880826,0.064726874,-0.28761813,0.1795354,0.16380346,0.6117637,-0.20362729,-0.1516978,0.07998271,-0.07222887
Hyehwadong (or Sangmundong) | Super Shy | Crazy of you | Next Level | BBoom BBoom,0.31485572,-0.730594,-0.27264285,-0.2715201,-0.20771879,0.037700888,-0.050093286,0.29497093,-0.19670139,-0.032981616,-0.20695744,0.04842244
Breath | suit dance | Some | Remember Me | Wishes,0.20134397,-0.45362836,-0.41276553,-0.22722857,-0.089524135,0.3461024,0.07229041,0.5286325,-0.2729847,-0.1557075,-0.06479099,-0.1274002
Like This | FOREVER | Lean on me | You are my everything | MEOW,0.13211125,-0.7237459,-0.3210523,-0.04541945,-0.14725423,-0.01101653,-0.022508448,0.3878737,-0.33735672,-0.07547021,-0.18572426,-0.16384274
Mean 심술 | Wanna Be | If It Is You | Would You Love Me? | La Vie en Rose,0.32288378,-0.7131093,-0.27123892,-0.014042756,-0.20487335,-0.026097717,-0.01877315,0.37542152,-0.26732746,-0.10866625,-0.1496334,-0.1544118
"Supersonic | Perfect Night | 보고싶다 (노래 9단 흥부자댁, 음색깡패 깻잎소녀) | Remember me | DUN DUN",0.29442856,-0.67232174,-0.25366905,0.09914908,-0.17448494,0.0008520079,-0.05665711,0.4512409,-0.24897774,-0.14903015,-0.13012794,-0.2207026
Will Last Forever | Dumb Dumb | Starlight | Any song | Coin Laundry (Never Loved),0.27401993,-0.5460644,-0.39767483,-0.09965959,-0.19950874,0.048051365,0.09575163,0.6230637,-0.13358657,-0.0044387933,-0.034974672,-0.008470444
Perhaps Love | Day & Night | Gashina | Shhh! | Spider,0.30916876,-0.7151975,-0.24640132,-0.16613317,-0.21860068,0.053924564,-0.0950924,0.38296312,-0.20324637,-0.0669769,-0.2268015,-0.031017227
Dangerous | BBIBBI | ON MY BIKE | Wait | I Confess,0.26581037,-0.4417425,-0.39138132,-0.057802353,-0.17125978,0.30967012,0.119920045,0.54663754,-0.2769892,-0.11936994,-0.049272276,-0.21417078
"Up! | Dropping Rain | tear Of gOd | Love, My World Is Full | Curious",0.34578255,-0.59728205,-0.40698668,-0.2564345,-0.1789781,-0.022162044,0.09567234,0.3470196,-0.3119488,-0.143517,-0.103594445,-0.03937944
The Way To Find Love | My Beating Heart | Dropping The Tears | You can't sit with us | BTBT,0.2616447,-0.7113903,-0.18903458,-0.06189493,-0.21758235,0.022926241,-0.006738227,0.4376271,-0.27757192,-0.017756866,-0.20051973,-0.17000167
So we (이렇게 우리) | Day By Day | Because of Tears | Heaven | PSYCHO,0.22264479,-0.66913295,-0.31906244,0.0042162095,-0.20969413,-0.08733086,0.010581259,0.4478524,-0.306295,-0.11425451,-0.1400364,-0.14868976
"사랑 그 한마디 Love, The Only Word | D-Day | CHEERS | trampoline | Super",0.21515463,-0.6887723,-0.24761368,-0.04861085,-0.11675126,0.011519252,0.03236085,0.4576326,-0.32782382,-0.14010073,-0.11014571,-0.22838213
Crossroads | I Miss You | MY LOVE | Anymore (Feat. Whee In of MAMAMOO) | Supernova,0.27820522,-0.6784717,-0.20546027,0.05245115,-0.16015737,-0.031679038,-0.041574154,0.527084,-0.21700677,-0.0916827,-0.12971243,-0.19695199
Once Again | Sunset | Lovesick Girls | Mantra | lie,0.31713244,-0.45065606,-0.36681843,0.02441479,-0.2560817,0.02021242,0.25954828,0.61463827,-0.176228,0.05297528,0.048980225,-0.117433324
Let's Not Love Each Other | Only U (Feat. PENOMECO) | Starlight | 부나비 The Tiger Moth - Acoustic Version | I miss You,0.25474963,-0.53162706,-0.28584647,0.053392895,-0.3538189,-0.025644006,0.28913945,0.5412952,-0.2018985,0.11508091,0.035699267,-0.100935236
Psycho | Running | The Hardest Part | LOVE DIVE | BATTER UP,0.29382807,-0.7693171,-0.119971536,-0.037633993,-0.24409781,-0.09559378,-0.0892401,0.31654534,-0.19906309,0.08063537,-0.2719097,-0.09516887
End of a day | Wild Flower (with youjeen) | Beautiful | Kitsch | 180 Degree,0.18049079,-0.4661284,-0.37707248,-0.2927673,-0.17377578,0.1763348,0.28655076,0.55118793,-0.24154417,-0.08750143,0.09478109,-0.0074802856
MAGO | heart | Because It Is Love | SOS | Do not be kind to me,0.13457075,-0.58055747,-0.2945118,-0.141637,-0.19093762,0.19819045,0.14371242,0.5947624,-0.26139504,-0.07688256,-0.0199275,-0.115229204
That's okay | Only You (My Lovely Girl OST) | Phonecert 폰서트 | Typa Girl | 11:11,0.33090308,-0.54129857,-0.30068415,-0.093930535,-0.3153964,-0.16502114,0.3296973,0.431906,-0.20248576,0.18632424,0.008025548,-0.02309773
SIGNAL | SCIENTIST | FINGERTIP | Don’t Push Me (Original Ver.) | Blessed-Cursed,0.06171959,-0.5892318,-0.4827187,-0.0548535,-0.12611647,0.040167082,0.09957925,0.38397294,-0.40930653,-0.20136692,-0.055493392,-0.16413458
Feel Special | Blood Sweat & Tears | Everytime | Wild Flower | Panorama,0.35702816,-0.74251056,-0.24749714,-0.052570533,-0.24427597,-0.07050508,-0.027463086,0.3098016,-0.2378124,-0.07799418,-0.16220967,-0.082870625
"Forever Young | Cloud | It's Definitely You | 헤어지지 못하는 여자, 떠나가지 못하는 남자 Can't Breakup Girl, Can't Breakaway Boy (feat. 정인 Jung In) | 青嵐 (Aoarashi)",0.2600853,-0.5412172,-0.5177087,-0.26378518,-0.1518975,-0.03161842,0.18543509,0.330588,-0.34936437,-0.086569294,-0.063324854,-0.022971148
LAST DANCE | Maria | The Eve | Hit the Floor | Feel My Rhythm,0.20057647,-0.5358265,-0.4950568,-0.2287089,-0.10356269,0.018571688,0.1720735,0.36241028,-0.39993402,-0.17097603,-0.04653291,-0.109105445
Cherish (My Love) | AGASSY | Star | In the Room: Weight in Gold (feat. Seal) | MONEY,0.108541325,-0.6658258,-0.2647215,-0.335603,-0.078297734,0.08578903,0.02448276,0.44191742,-0.32901958,-0.06935272,-0.18265052,-0.07988963
At The Same Place | I'll Be There | At the end | BOOMBAYAH | I Wish,0.18548277,-0.5556493,-0.41215947,0.0035221619,-0.29069975,0.0025421057,0.23164523,0.5153996,-0.27422145,-0.002029476,0.010598934,-0.088539846
What Is Love | MY BAG | Kick It 4 Now | What kind of future | Really Like You,0.23188348,-0.42519486,-0.3652226,-0.048924282,-0.24734668,0.1774891,0.2255289,0.64996475,-0.17484905,-0.1212568,0.11603508,-0.07013191
"My Beauty | Tell Me | HARD | With you | No love, No Heartbreak",0.2809869,-0.4867472,-0.33348376,0.04164056,-0.4200769,0.17773408,0.19542417,0.54680866,-0.1458385,-0.04119561,0.04997033,-0.021698527
YES or YES | Love Talk - English Version | How Sweet | beyOnd | Upper Side Dreamin’,0.1595279,-0.63003063,-0.5014018,-0.22708158,-0.20851192,0.074290186,0.034091204,0.263538,-0.32622945,-0.1840548,-0.11635681,0.03450979
A Little Bit More | Memory Of The Wind | Will You Know | Only you | Yours,0.24351728,-0.4107158,-0.39991248,-0.04818361,-0.23280603,0.2560928,0.088370495,0.6732333,-0.091650866,-0.1314506,0.056592308,-0.0066275443
If you're with me | Glass Bead | FIESTA | 잊어버리지마 Don't Forget (feat. 태연 Taeyeon) | Confession (feat. Park Si Jin),0.2430053,-0.6472666,-0.3678761,-0.30923748,-0.2844552,0.16894533,0.08126027,0.258482,-0.2536253,-0.17835173,-0.062631465,0.09001321
11:11 | Two of Us | GGUM | Running Wild | Beautiful,0.35251197,-0.52959275,-0.26222786,0.022262326,-0.17950766,0.11767264,0.1625374,0.4909016,-0.29415712,0.11578853,-0.13492607,-0.30723727
Blank | Easy | So I love you | And I'm here | Console Myself,0.20710194,-0.46477064,-0.34695363,0.09850235,-0.2543841,0.029500064,0.2875519,0.56758505,-0.27877894,0.10847841,0.008283145,-0.22592753
One Day | 미워요 I Hate You | I See You | Apple | I Don't Love You,0.3230518,-0.4965624,-0.37262523,-0.21206585,-0.16261339,0.111676544,0.27614382,0.46184623,-0.3034571,0.12476925,-0.06950823,-0.15583573
JUSTICE | Cream Soda | Future Perfect (Pass the MIC) | Suddenly | The Rose Song,0.2627865,-0.48443234,-0.27735582,-0.1328077,-0.32208487,0.02577735,0.31920034,0.5678119,-0.15803689,0.21863508,0.010932035,-0.010273232
FUEGO | All of My Days | Stay With Me | Fall In Love With You | Lotto,0.2727891,-0.7395445,-0.22971629,0.07015605,-0.25003657,-0.038350213,-0.08629656,0.36838052,-0.2287248,-0.08771023,-0.18566175,-0.1391041
눈의꽃 Snow Flower [Kbs Drama Misa미안하다 사랑한다] | Celebrity | 파란 봄 | dOra maar | 여자이니까,0.19610457,-0.49692637,-0.35480082,-0.32751504,-0.17335035,0.20321363,0.25999326,0.50985426,-0.27976912,0.03623339,-0.023428047,-0.049304407
CRAZY | Give You My Heart | Secret Story of the Swan | From Now On | I'm Missing You,0.3506023,-0.44790184,-0.38636738,-0.06942431,-0.14679146,0.2926889,0.04823999,0.5428694,-0.22357288,0.016752401,-0.15733707,-0.2075892
TIPI-TAP | Get Loud | Without You | 핫소스 | FEVER,0.2849611,-0.62658143,-0.35697043,-0.05596673,-0.1424245,0.1542189,-0.09449686,0.43162522,-0.26030925,-0.14778556,-0.19954745,-0.16405427
나란 놈이란 | Descendants Of The Sun (Original Television Soundtrack) Pt.6 - Talk Love | Cheeky Icy Thang | It`s you | Kura Kura,0.35244533,-0.72976047,-0.22674629,-0.16816294,-0.28055152,-0.04356247,0.0060092458,0.34701142,-0.180297,0.019170588,-0.17101996,0.018896194
SOME | Wedding Dress | Perfume | 아시나요 (노래 9단 흥부자댁) | Okay Dokey,0.108239315,-0.634286,-0.27030793,-0.027483994,-0.2284859,-0.0044420576,0.04224873,0.64301866,-0.13739738,-0.15633008,0.034868974,0.011285483
Arson | Pray | Perfect | 4U | XOXO,0.059292335,-0.62539786,-0.47476935,-0.18371497,-0.17141029,0.13692136,-0.011480963,0.3898493,-0.30526987,-0.19935983,-0.11409993,0.0029700166
You Are the Reason | Chasing That Feeling | I’m Fine | Blow | Highlight,0.19534841,-0.5384532,-0.42861187,-0.27706602,-0.20497613,0.07485831,0.11124393,0.4729158,-0.17494898,-0.2695918,0.07662769,0.13649645
Standing Next to You | Along the Days | Nitpicking | Heavy Heart | I AM,0.27524257,-0.66702116,-0.31191128,-0.17453845,-0.08763891,0.08576068,-0.01178346,0.41755697,-0.29880732,-0.18532461,-0.12653247,-0.14967419
Close to You | Bite Me | I Will Go To You Like the First Snow | Ditto | Like Crazy,0.1835657,-0.6350546,-0.38599497,-0.019620506,-0.10191027,0.06525839,0.01108129,0.44119817,-0.34591317,-0.1130247,-0.14551157,-0.22495574
SAD SONG | Good bye | Run BTS | Memory Of The Wind | LA DI DA,0.38480973,-0.6243097,-0.3931177,-0.26028925,-0.15106633,-0.027362492,0.108810715,0.34821165,-0.26411697,-0.062297862,-0.09363281,-0.028286114
BREATHE | Waikikki Wonderland | Heart Shaker | Shut Down | This Love,0.27582937,-0.52818877,-0.33086216,-0.009186984,-0.14733952,0.048950046,0.21522231,0.48986638,-0.34590378,0.0810134,-0.09742557,-0.29880032
Paint on Spring | I (Feat. Verbal Jint) | Christmas Tree | DDU-DU DDU-DU | Only One,0.38494948,-0.71640956,-0.2908558,-0.106602624,-0.25649697,-0.09513198,0.02890552,0.31140298,-0.21531017,-0.012456875,-0.14967874,-0.032318488
I Love You Too (The Princess Man OST Part.1) | ICY | Make A Wish (Birthday Song) | Stay With Me | Dance The Night Away,0.23165013,-0.60278285,-0.3689379,-0.33527783,-0.31780466,0.021269992,0.070681594,0.32155085,-0.11711809,-0.18435173,0.008386723,0.2772166
Scattered | Rough | LALISA | A Lot Like Love | 검은 행복,0.06829743,-0.50957817,-0.5321811,-0.04761149,-0.2679389,-0.13120292,0.28643093,0.37308922,-0.3616706,-0.078464255,0.051951326,-0.01664661
시작 | Love Letter | Try | Your Existence | Phonecert,0.21857578,-0.69781995,-0.15077892,-0.065147795,-0.42983198,-0.05665359,0.014523602,0.4536256,-0.050007254,0.0821468,-0.10861029,0.15263067
Back for More (with Anitta) | Alcohol-Free | Starry Night | Moment | Good Boy Gone Bad,0.32386133,-0.58161485,-0.44705358,-0.27555326,-0.14268112,0.14301826,-0.00088048796,0.3653328,-0.2572357,-0.12021336,-0.16097102,-0.01541064
Love so Fine | WORK | VISION | To My Youth | Still You,0.23205192,-0.5470107,-0.31701815,-0.27727184,-0.14739922,0.17174938,0.27238762,0.4511266,-0.34520295,-0.036342397,-0.0007967104,-0.14187995
Miracles in December | Lucky Girl Syndrome | Whiplash | Love so Fine | Candy,0.27075642,-0.6836315,-0.4118015,-0.25043976,-0.20656395,0.044939674,0.024584005,0.23327824,-0.29455075,-0.14963973,-0.13286255,0.02285386
Goodbye | under the trees | Umpah Umpah | Beatbox | Spicy,0.37038437,-0.74039066,-0.2020585,0.0042456575,-0.2532987,-0.07820054,-0.07645857,0.31776077,-0.19872825,-0.025428243,-0.2132993,-0.10517616
Sweet Heart | When we were two | You are my world | Like it | Beautiful Moment,0.26734534,-0.5379942,-0.40332928,-0.21701144,-0.18881682,0.14238136,0.23993218,0.43712485,-0.32550538,0.03457557,-0.058536142,-0.11905771
FOR YOU | But it's Destiny | NAVILLERA | What my heart wants to say (feat.Linzy of FIESTAR) | Into The Abyss,0.2501388,-0.6680923,-0.20903678,0.03762817,-0.21319865,-0.05913964,0.09270239,0.53531694,-0.24312417,-0.016122103,-0.07527992,-0.1918999
"Till The End Of Time | Bambi | Love, ing | I'll Pick You Up | Another Day",0.27013233,-0.5526131,-0.3782769,-0.123968914,-0.33471638,-0.01602434,0.2933741,0.46387395,-0.21072818,0.020895429,0.06317636,0.028495293
Yeowooya | Love Killa | LOVE | PUMA | ICKY,0.25059944,-0.7476927,-0.25846133,-0.08526085,-0.23082702,-0.013071466,-0.05588378,0.38110504,-0.24054497,-0.11382936,-0.16713534,-0.05928417
A winter story | Sexy In The Air | Girls | Deja Vu | Sticky,0.30905965,-0.7023513,-0.2037582,0.014101622,-0.2103609,0.020838607,-0.03086437,0.38223463,-0.27721125,0.0038088248,-0.2283434,-0.22073835
Never | The Feels | Just Watching You | Believe In This Moment | Pretty Savage,0.27518296,-0.6695522,-0.24446326,-0.057635877,-0.095596954,-0.009192522,0.015629902,0.5156132,-0.25209236,0.029851303,-0.1709855,-0.20949405
Run Away | 우리의 밤을 외워요 | Fast Forward | Pit-A-Pat | Love or Die,0.3802152,-0.63601327,-0.32928553,-0.0646791,-0.24729145,-0.18773454,0.11857365,0.35318744,-0.27873126,0.0055485754,-0.12382544,-0.100289695
"Romantic Sunday | Baby, Don't Cry | Ash | My Love | WOKE UP",0.22577511,-0.7188354,-0.11388891,-0.061609507,-0.14447415,-0.09237483,-0.04083733,0.48230588,-0.26284477,0.00843781,-0.2184299,-0.18700834
"vibe. | Me After You | Baddie | TASTE (Lee Know, Hyunjin, Felix) | WISH - Korean Ver.",0.20753491,-0.6891733,-0.4168933,-0.11864737,-0.23668087,0.05518076,-0.022908134,0.3254297,-0.27665642,-0.19345094,-0.120855905,-0.0056681614
You Belong To My World | 천천히 할래 | Kiss Me | Will Be Back | You are so beautiful,0.2921337,-0.5775073,-0.34625056,-0.3843278,-0.20542915,0.07269296,0.2257715,0.3365851,-0.30337927,0.043676898,-0.088394806,0.006143916
After LIKE | Desire | You Are My Everything | Love Sick | Cheshire,0.18394932,-0.749083,-0.30026478,-0.028446747,-0.2804338,0.015192427,-0.012944818,0.30956647,-0.30592793,-0.10353725,-0.16387567,-0.08960568
Songbird - Korean Version | Memory | Say Yes | Same | Day 1,0.30816355,-0.705072,-0.35242596,-0.18910207,-0.33141994,0.016719628,0.030074134,0.24767658,-0.2138405,-0.06468309,-0.13174827,0.09115274
Ending Scene | Yuki No Hana | Renegade | LO$ER=LO♡ER | Oh my god,0.17700064,-0.7001119,-0.3148255,-0.15071869,-0.127868,0.10657478,-0.043401383,0.4352802,-0.28042537,-0.16902575,-0.1417384,-0.101606436
Rover | Butterfly | ALWAYS | Queencard | Every moment of you,0.36651686,-0.5147969,-0.28738922,-0.023207199,-0.17909369,0.05179522,0.22164921,0.4802096,-0.29304218,0.16623653,-0.11732812,-0.2752404
